0.320,0.531,3
0.296,0.505,3
0.229,0.538,3
0.230,0.509,3
0.259,0.543,3
0.248,0.634,3
0.201,0.534,3
0.255,0.550,3
0.271,0.499,3
0.270,0.580,3
0.291,0.531,3
0.293,0.479,3
0.243,0.504,3
0.277,0.517,3
0.242,0.435,3
0.216,0.551,3
0.231,0.536,3
0.280,0.558,3
0.257,0.528,3
0.247,0.540,3
0.269,0.514,3
0.215,0.527,3
0.276,0.588,3
0.220,0.530,3
0.202,0.430,3
0.350,0.507,3
0.243,0.514,3
0.243,0.559,3
0.237,0.453,3
0.235,0.476,3
0.235,0.509,3
0.239,0.575,3
0.257,0.416,3
0.227,0.505,3
0.268,0.485,3
0.197,0.478,3
0.211,0.489,3
0.232,0.495,3
0.189,0.420,3
0.211,0.498,3
0.267,0.530,3
0.211,0.472,3
0.251,0.507,3
0.226,0.514,3
0.235,0.383,3
0.265,0.485,3
0.273,0.489,3
0.256,0.481,3
0.230,0.502,3
0.198,0.489,3
0.231,0.415,3
0.269,0.521,3
0.214,0.513,3
0.177,0.454,3
0.269,0.572,3
0.262,0.423,3
0.260,0.397,3
0.217,0.497,3
0.219,0.461,3
0.322,0.572,3
0.310,0.475,3
0.270,0.500,3
0.263,0.524,3
0.277,0.565,3
0.285,0.590,3
0.374,0.558,3
0.332,0.569,3
0.330,0.617,3
0.343,0.506,3
0.375,0.602,3
0.375,0.677,3
0.390,0.642,3
0.369,0.596,3
0.289,0.599,3
0.367,0.641,3
0.381,0.614,3
0.366,0.623,3
0.422,0.622,3
0.349,0.610,3
0.397,0.600,3
0.400,0.606,3
0.336,0.664,3
0.351,0.653,3
0.343,0.611,3
0.410,0.631,3
0.327,0.689,3
0.324,0.654,3
0.367,0.626,3
0.344,0.698,3
0.404,0.665,3
0.421,0.643,3
0.404,0.697,3
0.358,0.635,3
0.339,0.578,3
0.388,0.675,3
0.436,0.746,3
0.403,0.739,3
0.427,0.715,3
0.446,0.687,3
0.384,0.714,3
0.402,0.659,3
0.419,0.712,3
0.400,0.709,3
0.370,0.658,3
0.418,0.744,3
0.404,0.683,3
0.402,0.708,3
0.445,0.730,3
0.459,0.717,3
0.412,0.747,3
0.397,0.741,3
0.468,0.708,3
0.418,0.752,3
0.416,0.769,3
0.478,0.752,3
0.455,0.799,3
0.439,0.717,3
0.466,0.778,3
0.447,0.760,3
0.476,0.758,3
0.459,0.765,3
0.431,0.766,3
0.448,0.771,3
0.442,0.768,3
0.443,0.813,3
0.477,0.819,3
0.492,0.753,3
0.473,0.809,3
0.446,0.828,3
0.442,0.828,3
0.491,0.847,3
0.461,0.831,3
0.535,0.847,3
0.498,0.830,3
0.436,0.855,3
0.497,0.852,3
0.454,0.866,3
0.497,0.856,3
0.477,0.845,3
0.431,0.855,3
0.522,0.878,3
0.461,0.891,3
0.446,0.858,3
0.469,0.783,3
0.478,0.850,3
0.470,0.914,3
0.458,0.863,3
0.494,0.873,3
0.521,0.828,3
0.489,0.885,3
0.483,0.848,3
0.478,0.908,3
0.481,0.847,3
0.469,0.898,3
0.462,0.905,3
0.437,0.884,3
0.480,0.791,3
0.496,0.846,3
0.442,0.857,3
0.503,0.918,3
0.500,0.844,3
0.512,0.852,3
0.466,0.914,3
0.486,0.893,3
0.460,0.859,3
0.473,0.917,3
0.542,0.897,3
0.455,0.882,3
0.468,0.905,3
0.528,0.910,3
0.530,0.920,3
0.446,0.895,3
0.486,0.846,3
0.477,0.859,3
0.500,0.895,3
0.466,0.895,3
0.462,0.895,3
0.460,0.859,3
0.491,0.908,3
0.442,0.882,3
0.517,0.871,3
0.468,0.945,3
0.463,0.843,3
0.461,0.950,3
0.496,0.843,3
0.446,0.864,3
0.434,0.828,3
0.483,0.839,3
0.457,0.807,3
0.348,0.762,3
0.390,0.768,3
0.396,0.768,3
0.348,0.769,3
0.351,0.793,3
0.344,0.764,3
0.385,0.732,3
0.338,0.772,3
0.370,0.751,3
0.324,0.784,3
0.324,0.740,3
0.343,0.788,3
0.330,0.730,3
0.334,0.745,3
0.327,0.744,3
0.334,0.725,3
0.342,0.681,3
0.321,0.698,3
0.319,0.679,3
0.293,0.746,3
0.265,0.617,3
0.279,0.749,3
0.326,0.726,3
0.325,0.735,3
0.287,0.717,3
0.270,0.730,3
0.306,0.698,3
0.308,0.718,3
0.258,0.666,3
0.249,0.691,3
0.293,0.679,3
0.299,0.679,3
0.288,0.657,3
0.288,0.657,3
0.261,0.628,3
0.284,0.602,3
0.258,0.679,3
0.268,0.654,3
0.330,0.671,3
0.260,0.642,3
0.305,0.620,3
0.263,0.658,3
0.275,0.661,3
0.277,0.598,3
0.242,0.619,3
0.288,0.569,3
0.305,0.620,3
0.274,0.628,3
0.287,0.615,3
0.215,0.416,3
0.222,0.604,3
0.257,0.561,3
0.228,0.566,3
0.306,0.606,3
0.219,0.612,3
0.281,0.539,3
0.284,0.548,3
0.344,0.606,3
0.270,0.618,3
0.270,0.574,3
0.228,0.626,3
0.272,0.611,3
0.252,0.590,3
0.240,0.601,3
0.263,0.601,3
0.304,0.650,3
0.299,0.588,3
0.283,0.658,3
0.281,0.576,3
0.300,0.639,3
0.312,0.637,3
0.288,0.666,3
0.302,0.637,3
0.334,0.653,3
0.312,0.629,3
0.358,0.677,3
0.412,0.700,3
0.330,0.648,3
0.359,0.687,3
0.355,0.706,3
0.373,0.715,3
0.343,0.679,3
0.414,0.713,3
0.405,0.708,3
0.385,0.726,3
0.311,0.656,3
0.362,0.661,3
0.332,0.731,3
0.376,0.722,3
0.337,0.695,3
0.436,0.711,3
0.372,0.710,3
0.445,0.809,3
0.390,0.705,3
0.448,0.767,3
0.436,0.740,3
0.441,0.721,3
0.438,0.733,3
0.375,0.687,3
0.409,0.757,3
0.421,0.797,3
0.426,0.729,3
0.450,0.809,3
0.430,0.774,3
0.373,0.771,3
0.452,0.807,3
0.470,0.807,3
0.453,0.807,3
0.400,0.825,3
0.428,0.810,3
0.406,0.802,3
0.432,0.790,3
0.491,0.790,3
0.458,0.817,3
0.402,0.845,3
0.494,0.879,3
0.449,0.819,3
0.412,0.877,3
0.408,0.820,3
0.482,0.810,3
0.479,0.875,3
0.465,0.833,3
0.489,0.854,3
0.448,0.864,3
0.468,0.820,3
0.432,0.885,3
0.389,0.866,3
0.465,0.779,3
0.457,0.878,3
0.507,0.838,3
0.462,0.836,3
0.430,0.849,3
0.456,0.854,3
0.391,0.836,3
0.473,0.836,3
0.501,0.907,3
0.432,0.827,3
0.440,0.894,3
0.455,0.790,3
0.441,0.886,3
0.426,0.825,3
0.458,0.802,3
0.444,0.807,3
0.401,0.863,3
0.499,0.887,3
0.406,0.808,3
0.363,0.798,3
0.380,0.865,3
0.451,0.829,3
0.440,0.833,3
0.382,0.807,3
0.355,0.784,3
0.329,0.770,3
0.382,0.780,3
0.338,0.852,3
0.315,0.722,3
0.342,0.712,3
0.333,0.707,3
0.283,0.658,3
0.345,0.773,3
0.334,0.724,3
0.335,0.690,3
0.327,0.753,3
0.309,0.739,3
0.368,0.756,3
0.333,0.632,3
0.308,0.673,3
0.295,0.666,3
0.332,0.711,3
0.291,0.658,3
0.261,0.670,3
0.287,0.651,3
0.298,0.660,3
0.279,0.681,3
0.333,0.697,3
0.323,0.657,3
0.248,0.605,3
0.286,0.632,3
0.289,0.623,3
0.243,0.631,3
0.281,0.581,3
0.282,0.608,3
0.286,0.530,3
0.312,0.606,3
0.260,0.580,3
0.288,0.609,3
0.287,0.627,3
0.260,0.642,3
0.288,0.606,3
0.246,0.558,3
0.283,0.535,3
0.229,0.492,3
0.299,0.570,3
0.271,0.614,3
0.237,0.499,3
0.296,0.525,3
0.276,0.556,3
0.280,0.517,3
0.241,0.508,3
0.326,0.530,3
0.229,0.541,3
0.239,0.498,3
0.268,0.523,3
0.255,0.468,3
0.259,0.485,3
0.272,0.602,3
0.233,0.510,3
0.279,0.519,3
0.269,0.460,3
0.254,0.550,3
0.268,0.571,3
0.268,0.575,3
0.327,0.562,3
0.265,0.543,3
0.291,0.538,3
0.361,0.671,3
0.408,0.644,3
0.424,0.534,3
0.322,0.598,3
0.387,0.577,3
0.418,0.610,3
0.469,0.613,3
0.396,0.679,3
0.412,0.703,3
0.422,0.649,3
0.432,0.709,3
0.449,0.676,3
0.480,0.768,3
0.453,0.721,3
0.423,0.761,3
0.431,0.726,3
0.427,0.752,3
0.409,0.796,3
0.405,0.739,3
0.453,0.732,3
0.463,0.750,3
0.487,0.750,3
0.538,0.809,3
0.493,0.892,3
0.476,0.806,3
0.503,0.832,3
0.460,0.826,3
0.533,0.752,3
0.530,0.806,3
0.499,0.820,3
0.491,0.843,3
0.510,0.880,3
0.496,0.852,3
0.463,0.844,3
0.473,0.833,3
0.546,0.849,3
0.450,0.839,3
0.456,0.846,3
0.483,0.870,3
0.441,0.836,3
0.476,0.829,3
0.471,0.825,3
0.510,0.818,3
0.520,0.867,3
0.494,0.901,3
0.865,0.414,1
0.920,0.381,1
0.878,0.387,1
0.926,0.387,1
0.897,0.436,1
0.880,0.411,1
0.936,0.395,1
0.886,0.430,1
0.918,0.416,1
0.862,0.340,1
0.910,0.411,1
0.844,0.412,1
0.839,0.435,1
0.842,0.383,1
0.837,0.386,1
0.884,0.369,1
0.841,0.386,1
0.850,0.426,1
0.924,0.395,1
0.843,0.409,1
0.817,0.370,1
0.835,0.370,1
0.814,0.378,1
0.802,0.396,1
0.810,0.373,1
0.818,0.375,1
0.804,0.423,1
0.786,0.407,1
0.775,0.394,1
0.769,0.376,1
0.751,0.391,1
0.763,0.303,1
0.715,0.310,1
0.683,0.321,1
0.660,0.365,1
0.690,0.316,1
0.674,0.331,1
0.661,0.323,1
0.660,0.326,1
0.697,0.322,1
0.688,0.330,1
0.676,0.307,1
0.650,0.310,1
0.671,0.310,1
0.702,0.340,1
0.616,0.299,1
0.576,0.302,1
0.618,0.260,1
0.567,0.303,1
0.583,0.283,1
0.531,0.304,1
0.524,0.304,1
0.553,0.269,1
0.547,0.306,1
0.505,0.247,1
0.482,0.282,1
0.419,0.228,1
0.483,0.263,1
0.475,0.263,1
0.480,0.288,1
0.466,0.236,1
0.375,0.193,1
0.394,0.304,1
0.375,0.268,1
0.432,0.256,1
0.426,0.245,1
0.390,0.241,1
0.379,0.198,1
0.396,0.239,1
0.423,0.193,1
0.365,0.207,1
0.357,0.216,1
0.385,0.240,1
0.430,0.245,1
0.385,0.199,1
0.340,0.232,1
0.456,0.252,1
0.429,0.218,1
0.499,0.213,1
0.417,0.218,1
0.441,0.261,1
0.409,0.195,1
0.444,0.224,1
0.409,0.254,1
0.384,0.193,1
0.393,0.214,1
0.391,0.275,1
0.417,0.240,1
0.385,0.208,1
0.478,0.199,1
0.459,0.192,1
0.502,0.195,1
0.516,0.189,1
0.570,0.245,1
0.536,0.205,1
0.655,0.195,1
0.570,0.271,1
0.660,0.194,1
0.623,0.177,1
0.647,0.234,1
0.655,0.191,1
0.709,0.218,1
0.713,0.172,1
0.669,0.207,1
0.730,0.252,1
0.713,0.277,1
0.735,0.296,1
0.743,0.283,1
0.756,0.266,1
0.787,0.255,1
0.808,0.328,1
0.745,0.382,1
0.837,0.394,1
0.802,0.339,1
0.779,0.357,1
0.907,0.373,1
0.944,0.364,1
0.879,0.314,1
0.892,0.304,1
0.852,0.389,1
0.885,0.376,1
0.884,0.395,1
0.892,0.351,1
0.944,0.352,1
0.880,0.356,1
0.919,0.440,1
0.995,0.363,1
0.926,0.434,1
0.941,0.410,1
0.950,0.420,1
0.961,0.496,1
0.905,0.451,1
0.944,0.464,1
1.010,0.405,1
0.990,0.408,1
0.957,0.443,1
0.976,0.467,1
0.912,0.425,1
0.907,0.421,1
0.929,0.459,1
0.950,0.453,1
0.873,0.381,1
0.942,0.416,1
0.915,0.476,1
0.826,0.398,1
0.808,0.426,1
0.823,0.468,1
0.853,0.397,1
0.806,0.411,1
0.797,0.467,1
0.739,0.389,1
0.627,0.370,1
0.755,0.462,1
0.700,0.404,1
0.658,0.404,1
0.676,0.380,1
0.699,0.441,1
0.655,0.433,1
0.671,0.351,1
0.665,0.366,1
0.632,0.379,1
0.627,0.349,1
0.582,0.374,1
0.575,0.371,1
0.670,0.397,1
0.622,0.348,1
0.645,0.438,1
0.594,0.365,1
0.627,0.362,1
0.583,0.348,1
0.577,0.367,1
0.558,0.354,1
0.596,0.338,1
0.558,0.339,1
0.476,0.291,1
0.523,0.307,1
0.555,0.280,1
0.576,0.321,1
0.482,0.362,1
0.578,0.268,1
0.529,0.341,1
0.554,0.272,1
0.554,0.329,1
0.499,0.310,1
0.522,0.316,1
0.497,0.329,1
0.481,0.342,1
0.501,0.302,1
0.487,0.305,1
0.544,0.332,1
0.525,0.290,1
0.536,0.282,1
0.497,0.254,1
0.561,0.216,1
0.501,0.261,1
0.545,0.289,1
0.571,0.299,1
0.550,0.291,1
0.536,0.252,1
0.562,0.271,1
0.580,0.308,1
0.541,0.321,1
0.502,0.273,1
0.510,0.204,1
0.506,0.313,1
0.558,0.282,1
0.564,0.229,1
0.492,0.238,1
0.551,0.270,1
0.535,0.234,1
0.560,0.295,1
0.614,0.263,1
0.575,0.280,1
0.635,0.288,1
0.572,0.273,1
0.582,0.222,1
0.596,0.275,1
0.602,0.229,1
0.610,0.294,1
0.634,0.289,1
0.705,0.327,1
0.701,0.281,1
0.726,0.284,1
0.683,0.260,1
0.658,0.302,1
0.727,0.314,1
0.814,0.286,1
0.749,0.308,1
0.734,0.373,1
0.758,0.297,1
0.800,0.352,1
0.784,0.373,1
0.854,0.386,1
0.804,0.338,1
0.777,0.399,1
0.842,0.424,1
0.825,0.380,1
0.806,0.384,1
0.864,0.399,1
0.774,0.410,1
0.875,0.364,1
0.792,0.460,1
0.828,0.391,1
0.820,0.364,1
0.826,0.446,1
0.772,0.348,1
0.818,0.382,1
0.814,0.416,1
0.800,0.410,1
0.866,0.409,1
0.829,0.363,1
0.794,0.393,1
0.823,0.382,1
0.779,0.310,1
0.733,0.375,1
0.658,0.371,1
0.663,0.356,1
0.679,0.313,1
0.646,0.330,1
0.633,0.378,1
0.579,0.299,1
0.590,0.312,1
0.533,0.332,1
0.527,0.262,1
0.567,0.307,1
0.550,0.243,1
0.494,0.288,1
0.448,0.283,1
0.524,0.313,1
0.478,0.317,1
0.488,0.244,1
0.499,0.260,1
0.479,0.267,1
0.410,0.227,1
0.478,0.200,1
0.501,0.254,1
0.467,0.198,1
0.431,0.242,1
0.518,0.216,1
0.525,0.292,1
0.501,0.265,1
0.473,0.254,1
0.442,0.172,1
0.470,0.247,1
0.459,0.237,1
0.530,0.243,1
0.572,0.220,1
0.586,0.251,1
0.557,0.229,1
0.555,0.222,1
0.631,0.329,1
0.679,0.277,1
0.683,0.339,1
0.661,0.284,1
0.717,0.297,1
0.803,0.316,1
0.791,0.355,1
0.763,0.377,1
0.784,0.285,1
0.817,0.432,1
0.780,0.416,1
0.824,0.411,1
0.777,0.378,1
0.832,0.369,1
0.824,0.423,1
0.822,0.337,1
0.772,0.418,1
0.794,0.344,1
0.854,0.392,1
0.820,0.411,1
0.759,0.387,1
0.794,0.363,1
0.727,0.380,1
0.760,0.360,1
0.762,0.354,1
0.647,0.355,1
0.645,0.344,1
0.670,0.314,1
0.667,0.282,1
0.592,0.319,1
0.578,0.307,1
0.617,0.356,1
0.602,0.310,1
0.599,0.301,1
0.524,0.267,1
0.625,0.259,1
0.610,0.289,1
0.645,0.244,1
0.626,0.273,1
0.635,0.312,1
0.645,0.264,1
0.676,0.332,1
0.686,0.299,1
0.690,0.306,1
0.695,0.339,1
0.853,0.270,1
0.826,0.328,1
0.770,0.357,1
0.843,0.328,1
0.764,0.348,1
0.860,0.423,1
0.809,0.453,1
0.854,0.383,1
0.801,0.372,1
0.831,0.336,1
0.768,0.388,1
0.875,0.406,1
0.810,0.355,1
0.832,0.402,1
0.782,0.377,1
0.717,0.415,1
0.793,0.366,1
0.757,0.352,1
0.790,0.362,1
0.798,0.368,1
0.718,0.319,1
0.690,0.256,1
0.764,0.311,1
0.723,0.325,1
0.733,0.316,1
0.680,0.292,1
0.703,0.292,1
0.759,0.269,1
0.646,0.295,1
0.708,0.277,1
0.666,0.331,1
0.710,0.274,1
0.729,0.306,1
0.680,0.284,1
0.705,0.278,1
0.777,0.356,1
0.787,0.329,1
0.754,0.319,1
0.828,0.315,1
0.742,0.315,1
0.740,0.340,1
0.808,0.323,1
0.809,0.357,1
0.774,0.293,1
0.867,0.379,1
0.751,0.335,1
0.743,0.332,1
0.801,0.367,1
0.812,0.351,1
0.800,0.395,1
0.713,0.353,1
0.709,0.342,1
0.769,0.368,1
0.740,0.348,1
0.735,0.280,1
0.721,0.283,1
0.623,0.302,1
0.740,0.273,1
0.719,0.304,1
0.686,0.317,1
0.722,0.272,1
0.628,0.264,1
0.683,0.299,1
0.684,0.246,1
0.658,0.254,1
0.719,0.331,1
0.686,0.276,1
0.745,0.286,1
0.723,0.291,1
0.763,0.342,1
0.794,0.337,1
0.764,0.322,1
0.732,0.338,1
0.761,0.292,1
0.781,0.312,1
0.798,0.353,1
0.743,0.411,1
0.795,0.365,1
0.790,0.349,1
0.803,0.375,1
0.696,0.334,1
0.729,0.335,1
0.722,0.346,1
0.779,0.304,1
0.762,0.358,1
0.733,0.295,1
0.735,0.323,1
0.731,0.355,1
0.706,0.334,1
0.751,0.329,1
0.269,0.472,2
0.213,0.510,2
0.241,0.382,2
0.226,0.438,2
0.218,0.437,2
0.252,0.482,2
0.227,0.448,2
0.236,0.433,2
0.243,0.452,2
0.182,0.351,2
0.168,0.391,2
0.240,0.417,2
0.191,0.381,2
0.168,0.362,2
0.236,0.504,2
0.172,0.411,2
0.214,0.374,2
0.254,0.459,2
0.255,0.417,2
0.187,0.419,2
0.205,0.381,2
0.166,0.405,2
0.167,0.381,2
0.156,0.360,2
0.214,0.343,2
0.172,0.322,2
0.168,0.339,2
0.156,0.298,2
0.139,0.371,2
0.159,0.339,2
0.148,0.311,2
0.173,0.281,2
0.132,0.237,2
0.150,0.250,2
0.142,0.228,2
0.117,0.320,2
0.147,0.287,2
0.118,0.360,2
0.141,0.275,2
0.131,0.357,2
0.145,0.225,2
0.121,0.279,2
0.115,0.235,2
0.128,0.250,2
0.089,0.289,2
0.146,0.230,2
0.131,0.238,2
0.100,0.207,2
0.149,0.248,2
0.094,0.276,2
0.120,0.149,2
0.172,0.199,2
0.125,0.248,2
0.098,0.207,2
0.152,0.192,2
0.075,0.158,2
0.097,0.144,2
0.102,0.131,2
0.187,0.248,2
0.095,0.147,2
0.192,0.122,2
0.209,0.238,2
0.091,0.202,2
0.116,0.142,2
0.109,0.169,2
0.221,0.199,2
0.177,0.209,2
0.140,0.316,2
0.201,0.209,2
0.106,0.145,2
0.190,0.214,2
0.160,0.123,2
0.092,0.127,2
0.201,0.202,2
0.162,0.172,2
0.190,0.146,2
0.200,0.247,2
0.162,0.124,2
0.149,0.130,2
0.218,0.179,2
0.182,0.160,2
0.132,0.124,2
0.190,0.160,2
0.121,0.197,2
0.257,0.178,2
0.306,0.170,2
0.263,0.156,2
0.256,0.201,2
0.223,0.219,2
0.195,0.169,2
0.297,0.187,2
0.240,0.217,2
0.252,0.204,2
0.241,0.172,2
0.268,0.167,2
0.319,0.184,2
0.336,0.228,2
0.255,0.206,2
0.232,0.178,2
0.348,0.229,2
0.313,0.211,2
0.252,0.230,2
0.290,0.220,2
0.320,0.192,2
0.328,0.205,2
0.362,0.229,2
0.370,0.199,2
0.325,0.148,2
0.293,0.206,2
0.298,0.203,2
0.375,0.161,2
0.322,0.204,2
0.341,0.184,2
0.385,0.208,2
0.350,0.230,2
0.365,0.220,2
0.281,0.194,2
0.287,0.230,2
0.360,0.162,2
0.373,0.190,2
0.377,0.202,2
0.409,0.181,2
0.314,0.178,2
0.255,0.246,2
0.471,0.890,3
0.445,0.858,3
0.506,0.875,3
0.559,0.866,3
0.495,0.952,3
0.482,0.864,3
0.509,0.884,3
0.484,0.850,3
0.427,0.890,3
0.437,0.856,3
0.384,0.821,3
0.370,0.805,3
0.405,0.791,3
0.441,0.827,3
0.372,0.794,3
0.407,0.773,3
0.439,0.833,3
0.418,0.769,3
0.407,0.768,3
0.425,0.759,3
0.400,0.812,3
0.399,0.770,3
0.432,0.770,3
0.434,0.789,3
0.387,0.828,3
0.534,0.813,3
0.534,0.787,3
0.475,0.845,3
0.492,0.802,3
0.538,0.816,3
0.540,0.873,3
0.552,0.873,3
0.561,0.935,3
0.553,0.870,3
0.547,0.883,3
0.548,0.891,3
0.577,0.897,3
0.601,0.938,3
0.518,0.880,3
0.516,0.913,3
0.393,0.888,3
0.463,0.924,3
0.463,0.801,3
0.475,0.878,3
0.438,0.846,3
0.347,0.799,3
0.338,0.790,3
0.319,0.805,3
0.347,0.810,3
0.342,0.801,3
0.395,0.760,3
0.345,0.714,3
0.310,0.832,3
0.335,0.700,3
0.318,0.748,3
0.337,0.777,3
0.402,0.716,3
0.334,0.756,3
0.399,0.758,3
0.393,0.743,3
0.450,0.809,3
0.431,0.894,3
0.449,0.785,3
0.429,0.897,3
0.391,0.822,3
0.462,0.937,3
0.435,0.906,3
0.476,0.912,3
0.452,0.890,3
0.436,0.929,3
0.429,0.904,3
0.404,0.913,3
0.401,0.910,3
0.374,0.921,3
0.436,0.904,3
0.346,0.841,3
0.333,0.857,3
0.369,0.859,3
0.363,0.862,3
0.352,0.841,3
0.397,0.770,3
0.407,0.840,3
0.406,0.785,3
0.324,0.777,3
0.337,0.757,3
0.382,0.766,3
0.427,0.819,3
0.412,0.825,3
0.409,0.830,3
0.336,0.715,3
0.418,0.763,3
0.453,0.814,3
0.448,0.839,3
0.439,0.804,3
0.441,0.844,3
0.459,0.839,3
0.473,0.912,3
0.484,0.837,3
0.457,0.840,3
0.441,0.874,3
0.514,0.879,3
0.440,0.910,3
0.463,0.882,3
0.454,0.886,3
0.454,0.852,3
0.401,0.816,3
0.473,0.893,3
0.407,0.785,3
0.370,0.833,3
0.428,0.811,3
0.384,0.779,3
0.362,0.818,3
0.398,0.771,3
0.392,0.744,3
0.407,0.742,3
0.411,0.797,3
0.412,0.795,3
0.428,0.751,3
0.348,0.863,3
0.383,0.769,3
0.436,0.775,3
0.489,0.774,3
0.383,0.795,3
0.472,0.778,3
0.476,0.780,3
0.497,0.852,3
0.461,0.812,3
0.484,0.843,3
0.450,0.809,3
0.486,0.835,3
0.380,0.914,3
0.436,0.939,3
0.445,0.901,3
0.485,0.906,3
0.450,0.901,3
0.390,0.927,3
0.369,0.866,3
0.347,0.876,3
0.433,0.856,3
0.372,0.916,3
0.367,0.771,3
0.329,0.688,3
0.307,0.803,3
0.373,0.782,3
0.336,0.809,3
0.434,0.728,3
0.354,0.720,3
0.400,0.736,3
0.389,0.701,3
0.385,0.773,3
0.436,0.804,3
0.454,0.795,3
0.478,0.814,3
0.431,0.784,3
0.503,0.797,3
0.491,0.819,3
0.461,0.909,3
0.498,0.846,3
0.486,0.847,3
0.438,0.813,3
0.386,0.874,3
0.413,0.861,3
0.378,0.811,3
0.397,0.906,3
0.414,0.858,3
0.304,0.764,3
0.329,0.739,3
0.370,0.826,3
0.383,0.776,3
0.349,0.734,3
0.387,0.810,3
0.394,0.731,3
0.372,0.730,3
0.389,0.780,3
0.353,0.733,3
0.408,0.762,3
0.331,0.801,3
0.329,0.803,3
0.335,0.734,3
0.366,0.741,3
0.352,0.777,3
0.378,0.734,3
0.417,0.774,3
0.415,0.788,3
0.401,0.775,3
0.397,0.828,3
0.368,0.781,3
0.350,0.726,3
0.387,0.769,3
0.394,0.735,3
0.370,0.708,3
0.393,0.709,3
0.365,0.733,3
0.349,0.762,3
0.345,0.784,3
0.382,0.709,3
0.357,0.627,3
0.360,0.599,3
0.346,0.669,3
0.338,0.664,3
0.342,0.593,3
0.397,0.666,3
0.410,0.633,3
0.366,0.714,3
0.338,0.706,3
0.365,0.707,3
0.407,0.764,3
0.429,0.718,3
0.377,0.761,3
0.348,0.693,3
0.350,0.724,3
0.393,0.665,3
0.383,0.656,3
0.368,0.692,3
0.385,0.714,3
0.392,0.668,3
0.406,0.665,3
0.355,0.672,3
0.358,0.656,3
0.350,0.643,3
0.386,0.724,3
0.345,0.693,3
0.329,0.733,3
0.391,0.724,3
0.377,0.727,3
0.881,0.420,1
0.831,0.485,1
0.860,0.380,1
0.853,0.418,1
0.893,0.401,1
0.843,0.413,1
0.777,0.335,1
0.814,0.348,1
0.829,0.313,1
0.811,0.341,1
0.828,0.315,1
0.786,0.313,1
0.846,0.342,1
0.751,0.285,1
0.790,0.365,1
0.871,0.376,1
0.864,0.350,1
0.818,0.390,1
0.827,0.364,1
0.830,0.330,1
0.940,0.449,1
0.888,0.472,1
0.930,0.483,1
0.919,0.455,1
0.923,0.428,1
0.833,0.402,1
0.890,0.481,1
0.874,0.407,1
0.861,0.454,1
0.852,0.448,1
0.799,0.421,1
